accent,word,yomi,english
キ/カク,企画,きかく,
キ/カス,利かす,きかす,
キ\カン,期間,きかん,
キ\カン,機関,きかん,
キ/ガエ,着替え,きがえ,
キ/ガエ\ル,着替える,きがえる,
キ/ガツ\ク,気が付く,きがつく,
キ/ガル,気軽,きがる,
キ\キ,危機,きき,
キ\キ,機器,きき,
キ/キテ,利き手,ききて,
キ/キテ,聞き手,ききて,
キ/キト\ル,聞き取る,ききとる,
キ/キメ,効き目,ききめ,
キ\キン,飢饉,ききん,
キ\キン,基金,ききん,
キ/キ\ンゾク,貴金属,ききんぞく,
キ\ギョウ,企業,きぎょう,
キ\ギョウ,起業,きぎょう,
キ/ク,効く,きく,
キ/ク,聞く,きく,
キ/クチ,菊池,きくち,
キ/ク\バリ,気配り,きくばり,
キ\グ,器具,きぐ,
キ/ケン,危険,きけん,
キ/ゲン,機嫌,きげん,
キ\ゲン,期限,きげん,
キ\ゲン,起源,きげん,
キ/コウ,機構,きこう,
キ/コウ,気候,きこう,
キ/コエル,聞こえる,きこえる,
キ/コク,帰国,きこく,
キ/コン,既婚,きこん,
キ/コ\ンシャ,既婚者,きこんしゃ,
キ/ゴウ,記号,きごう,
キ/サイ,奇才,きさい,
キ/サイ,記載,きさい,
キ\ザイ,器材,きざい,
キ\ザイ,機材,きざい,
キ/ザム,刻む,きざむ,
キ/シ\,岸,きし,
キ/シ\カン,既視感,きしかん,
キ/シャ\,汽車,きしゃ,
キ\シャ,記者,きしゃ,
キ\シャ,貴社,きしゃ,
キ/シャカ\イケン,記者会見,きしゃかいけん,
キ\シュ,騎手,きしゅ,
キ\シュ,機種,きしゅ,
キ\シュ,機首,きしゅ,
キ/ショウ,気象,きしょう,
キ/ショウ,希少,きしょう,
キ/ショウ,起床,きしょう,
キ\ジ,生地,きじ,
キ\ジ,記事,きじ,
キ\ジツ,期日,きじつ,
キ/ジュツ,記述,きじゅつ,
キ\ジュツ,奇術,きじゅつ,
キ/ジュツシキ,記述式,きじゅつしき,
キ/ジュン,基準,きじゅん,
キ\ス,キス,きす,kiss
キ/ス\ウ,奇数,きすう,
キ/ズ,傷,きず,
キ/ズアト,傷痕,きずあと,
キ/ズ\ク,築く,きずく,
キ/ズツ\ク,傷付く,きずつく,
キ/ズツケ\ル,傷付ける,きずつける,
キ/ズナ,絆,きずな,
キ/セイ,規制,きせい,
キ/セイ,帰省,きせい,
キ/セカエ\ル,着せ替える,きせかえる,
キ/セキ,軌跡,きせき,
キ/セキ,奇跡,きせき,
キ\セツ,季節,きせつ,
キ/セン,汽船,きせん,
キ/セン,機船,きせん,
キ/ゼツ,気絶,きぜつ,
キ\ソ,基礎,きそ,
キ\ソ,起訴,きそ,
キ\ソク,規則,きそく,
キ/ソン,既存,きそん,
キ\ゾク,貴族,きぞく,
キ/タ,北,きた,
キ/タイ,期待,きたい,
キ/タイ,気体,きたい,
キ/タエ\ル,鍛える,きたえる,
キ/タガワ,北川,きたがわ,
キ/タガワ,北側,きたがわ,
キ/タキュ\ウシュウ,北九州,きたきゅうしゅう,
キ/タキュウシュ\ウシ,北九州市,きたきゅうしゅうし,
キ/タク,帰宅,きたく,
キ/タ\グニ,北国,きたぐに,
キ/タジマ,北島,きたじま,
キ/タチョウセ\ン,北朝鮮,きたちょうせん,
キ/タナ\イ,汚い,きたない,
キ\タノ,北野,きたの,
キ/タハ\ンキュウ,北半球,きたはんきゅう,
キ/タムラ,北村,きたむら,
キ\チ,基地,きち,
キ/チジョウジ,吉祥寺,きちじょうじ,
キ\チョウ,機長,きちょう,
キ/チョウ,貴重,きちょう,
キ/チョウヒン,貴重品,きちょうひん,
キ/チョウメ\ン,几帳面,きちょうめん,
キ/チ\ント,きちんと,きちんと,
キ/ッカケ,切欠,きっかけ,
キ/ッサ,喫茶,きっさ,
キ/ッサテン,喫茶店,きっさてん,
キ/ッチ\リ,きっちり,きっちり,
キ\ッチン,キッチン,きっちん,
キ/ッテ,切手,きって,
キ/ット,きっと,きっと,
キ/ップ,切符,きっぷ,
キ/ツイ,きつい,きつい,
キ/ツエン,喫煙,きつえん,
キ/ツエ\ンシツ,喫煙室,きつえんしつ,
キ/ツエンジョ,喫煙所,きつえんじょ,
キ/ツエ\ンセキ,喫煙席,きつえんせき,
キ/ツネ,狐,きつね,
キ/ヅカ\ウ,気遣う,きづかう,
キ/ヅ\ク,気付く,きづく,
キ/テイ,規定,きてい,
キ/テイ,既定,きてい,
キ/テイ,基底,きてい,
キ\トウ,鬼頭,きとう,
キ/トク,危篤,きとく,
キ/ド,木戸,きど,
キ/ド,城戸,きど,
キ/ドウ,起動,きどう,
キ/ドウ,軌道,きどう,
キ/ドウ,気道,きどう,
キ/ドク,既読,きどく,
キ/ドクスル\ー,既読スルー,きどくするー,through
キ\ナイ,機内,きない,
キ/ナ\イショク,機内食,きないしょく,
キ/ナガ,気長,きなが,
キ\ナコ,黄粉,きなこ,
キ\ナシ,木梨,きなし,
キ/ニイル,気に入る,きにいる,
キ/ニサワル,気に障る,きにさわる,
キ/ニュウ,記入,きにゅう,
キ/ネン,記念,きねん,
キ/ネンヒン,記念品,きねんひん,
キ/ネ\ンビ,記念日,きねんび,
キ\ノウ,機能,きのう,
キ/ノ\ウ,昨日,きのう,
キ\ノコ,茸,きのこ,
キ/ノ\シタ,木下,きのした,
キ/ノドク\,気の毒,きのどく,
キ\ノミ,木の実,きのみ,
キ/ハン,規範,きはん,
キ/バツ,奇抜,きばつ,
キ/バラシ,気晴らし,きばらし,
キ/バン,基盤,きばん,
キ/ヒン,気品,きひん,
キ/ビシ\イ,厳しい,きびしい,
キ/ビン,機敏,きびん,
キ\フ,寄付,きふ,
キ\ブン,気分,きぶん,
キ/ホン,基本,きほん,
キ\ボ,規模,きぼ,
キ/ボウ,希望,きぼう,
キ/マグレ,気紛れ,きまぐれ,
キ/マ\ジメ,生真面目,きまじめ,
キ/マズイ,気まずい,きまずい,
キ/マル,決まる,きまる,
キ/ミ,君,きみ,
キ/ミ\タチ,君達,きみたち,
キ/ミ\ドリ,黄緑,きみどり,
キ\ミョウ,奇妙,きみょう,
キ\ムチ,キムチ,きむち,
キ/メツノヤ\イバ,鬼滅の刃,きめつのやいば,
キ/ムラ,木村,きむら,
キ/メル,決める,きめる,
キ/モ\イ,キモい,きもい,
キ/モチ,気持ち,きもち,
キ/モノ,着物,きもの,
キャ/ク,客,きゃく,
キャ/クホン,脚本,きゃくほん,
キャ/ッカン,客観,きゃっかん,
キャ/ッカンテキ,客観的,きゃっかんてき,
キャ\ッシュ,キャッシュ,きゃっしゅ,cash
キャ/ッシュカ\ード,キャッシュカード,きゃっしゅかーど,cash card
キャ\プテン,キャプテン,きゃぷてん,captain
キャ\ベツ,キャベツ,きゃべつ,cabbage
キャ/ミソ\ール,キャミソール,きゃみそーる,camisole
キャ\ラ,キャラ,きゃら,character
キャ\ラクター,キャラクター,きゃらくたー,character
キャ/ラメル,キャラメル,きゃらめる,caramel
キャ\リア,キャリア,きゃりあ,career
キャ\ンセル,キャンセル,きゃんせる,cancel
キャ/ンセルマチ,キャンセル待ち,きゃんせるまち,cancel
キャ\ンプ,キャンプ,きゃんぷ,camp
キャ/ンペ\ーン,キャンペーン,きゃんぺーん,campaign
キュ\ウ,九,きゅう,
キュ/ウ,急,きゅう,
キュ\ウ,旧,きゅう,
キュ\ウ,球,きゅう,
キュ/ウカ,休暇,きゅうか,
キュ/ウカン,急患,きゅうかん,
キュ/ウカン,休館,きゅうかん,
キュ/ウカン,休刊,きゅうかん,
キュ/ウキュウ,救急,きゅうきゅう,
キュ/ウキュ\ウシャ,救急車,きゅうきゅうしゃ,
キュ/ウキョク,究極,きゅうきょく,
キュ/ウギョウ,休業,きゅうぎょう,
キュ\ウクツ,窮屈,きゅうくつ,
キュ/ウケイ,休憩,きゅうけい,
キュ/ウケ\イシツ,休憩室,きゅうけいしつ,
キュ/ウゲキ,急激,きゅうげき,
キュ/ウコウ,急行,きゅうこう,
キュ/ウサイ,救済,きゅうさい,
キュ/ウシュウ,吸収,きゅうしゅう,
キュ\ウシュウ,九州,きゅうしゅう,
キュ/ウシュウチ\ホウ,九州地方,きゅうしゅうちほう,
キュ/ウショ\ウガツ,旧正月,きゅうしょうがつ,
キュ/ウショク,究極,きゅうしょく,
キュ/ウジツ,休日,きゅうじつ,
キュ\ウジョ,救助,きゅうじょ,
キュ/ウセイ,急逝,きゅうせい,
キュ/ウセイ,旧姓,きゅうせい,
キュ\ウセイ,九世,きゅうせい,
キュ/ウセイ,急性,きゅうせい,
キュ/ウセン,休戦,きゅうせん,
キュ/ウセ\ンカイ,急旋回,きゅうせんかい,
キュ/ウソク,急速,きゅうそく,
キュ/ウソク,球速,きゅうそく,
キュ/ウソク,休息,きゅうそく,
キュ/ウゾウ,急造,きゅうぞう,
キュ/ウゾウ,急増,きゅうぞう,
キュ/ウナ,急な,きゅうな,
キュ/ウニ,急に,きゅうに,
キュ/ウフ,給付,きゅうふ,
キュ/ウフ,休符,きゅうふ,
キュ/ウフキン,給付金,きゅうふきん,
キュ\ウヨ,給与,きゅうよ,
キュ/ウヨウ,急用,きゅうよう,
キュ/ウヨウ,休養,きゅうよう,
キュ\ウリ,胡瓜,きゅうり,
キュ\ウリョウ,給料,きゅうりょう,
キュ/ウリョ\ウビ,給料日,きゅうりょうび,
キュ\ロット,キュロット,きゅろっと,culotte
キョ\ウ,今日,きょう,
キョ\ウイ,胸囲,きょうい,
キョ\ウイ,脅威,きょうい,
キョ\ウイ,驚異,きょうい,
キョ/ウイク,教育,きょういく,
キョ/ウイン,教員,きょういん,
キョ/ウイ\ンシツ,教員室,きょういんしつ,
キョ\ウカ,強化,きょうか,
キョ\ウカ,教科,きょうか,
キョ/ウカイ,協会,きょうかい,
キョ/ウカイ,教会,きょうかい,
キョ/ウカ\ショ,教科書,きょうかしょ,
キョ/ウカン,共感,きょうかん,
キョ/ウカン,教官,きょうかん,
キョ/ウキュウ,供給,きょうきゅう,
キョ\ウギ,協議,きょうぎ,
キョ\ウギ,教義,きょうぎ,
キョ\ウギ,狭義,きょうぎ,
キョ\ウギ,競技,きょうぎ,
キョ\ウコ,強固,きょうこ,
キョ/ウサイ,共済,きょうさい,
キョ/ウサイ,共催,きょうさい,
キョ/ウサン,共産,きょうさん,
キョ/ウサン,協賛,きょうさん,
キョ/ウザイ,教材,きょうざい,
キョ\ウシ,教師,きょうし,
キョ/ウシツ,教室,きょうしつ,
キョ/ウジュ,教授,きょうじゅ,
キョ\ウスル,供する,きょうする,
キョ/ウセイ,強制,きょうせい,
キョ/ウセイ,矯正,きょうせい,
キョ/ウセイ,共生,きょうせい,
キョ/ウソウ,競争,きょうそう,
キョ\ウダイ,兄弟,きょうだい,
キョ/ウチョウ,強調,きょうちょう,
キョ/ウチョウ,協調,きょうちょう,
キョ/ウツウ,共通,きょうつう,
キョ/ウテイ,競艇,きょうてい,
キョ/ウテイ,協定,きょうてい,
キョ\ウト,京都,きょうと,
キョ/ウト\シ,京都市,きょうとし,
キョ/ウト\フ,京都府,きょうとふ,
キョ\ウド,強度,きょうど,
キョ\ウド,郷土,きょうど,
キョ/ウドウ,共同,きょうどう,
キョ\ウフ,恐怖,きょうふ,
キョ/ウフ\シン,恐怖心,きょうふしん,
キョ\ウミ,興味,きょうみ,
キョ/ウユウ,共有,きょうゆう,
キョ\ウヨ,供与,きょうよ,
キョ/ウヨウ,供用,きょうよう,
キョ/ウヨウ,教養,きょうよう,
キョ/ウヨウ,強要,きょうよう,
キョ/ウヨウ,共用,きょうよう,
キョ/ウリョク,協力,きょうりょく,
キョ/ウリョク\シャ,協力者,きょうりょくしゃ,
キョ/ウレツ,強烈,きょうれつ,
キョ/ウワ,共和,きょうわ,
キョ\カ,許可,きょか,
キョ/ク,曲,きょく,
キョ/クセン,曲線,きょくせん,
キョ/クタ\ン,極端,きょくたん,
キョ/クチョウ,局長,きょくちょう,
キョ/クメン,局面,きょくめん,
キョ/シキ,挙式,きょしき,
キョ/シツ,居室,きょしつ,
キョ/ジュウ,居住,きょじゅう,
キョ/ジュウ,巨獣,きょじゅう,
キョ/ジュ\ウシャ,居住者,きょじゅうしゃ,
キョ/ジン,巨人,きょじん,
キョ/ゼツ,拒絶,きょぜつ,
キョ/ダイ,巨大,きょだい,
キョ/テン,拠点,きょてん,
キョ\ネン,去年,きょねん,
キョ\ヒ,拒否,きょひ,
キョ\リ,距離,きょり,
キョ\ロキョロ,きょろきょろ,きょろきょろ,
キ\ヨ,寄与,きよ,
キ\ヨウ,器用,きよう,
キ/ヨワ,気弱,きよわ,
キ/ライ,嫌い,きらい,
キ/ラウ,嫌う,きらう,
キ\ラキラ,きらきら,きらきら,
キ/ラク,気楽,きらく,
キ/ラワレル,嫌われる,きらわれる,
キ/リ,霧,きり,
キ/リカ\エル,切り替える,きりかえる,
キ/リカ\エル,切り換える,きりかえる,
キ/リスト,キリスト,きりすと,Christ
キ/リストキョウ,キリストきょう,きりすときょう,Christ
キ/リハナ\ス,切り離す,きりはなす,
キ/リョク,気力,きりょく,
キ/リン,麒麟,きりん,
キ\ル,切る,きる,
キ/ル,着る,きる,
キ/レ\,キレ,きれ,
キ\レイ,綺麗,きれい,
キ/レイズキ,綺麗好き,きれいずき,
キ/レ\ル,切れる,きれる,
キ\ロ,キロ,きろ,kilo
キ/ロカ\ロリー,キロカロリー,きろかろりー,kcal
キ/ロク,記録,きろく,
キ/ログ\ラム,キログラム,きろぐらむ,kg
キ/ロメ\ートル,キロメートル,きろめーとる,km
キ/ワ\メテ,極めて,きわめて,
キ/ワメ\ル,極める,きわめる,
キ/ヲツケ\ル,気を付ける,きをつける,
キ\ン,金,きん,
キ/ンイロ,金色,きんいろ,
キ/ンエン,禁煙,きんえん,
キ/ンエ\ンシツ,禁煙室,きんえんしつ,
キ/ンエ\ンセキ,禁煙席,きんえんせき,
キ/ンガク,金額,きんがく,
キ\ンキ,近畿,きんき,
キ/ンキチ\ホウ,近畿地方,きんきちほう,
キ/ンキュウ,緊急,きんきゅう,
キ/ンキュウジタイセ\ンゲン,緊急事態宣言,きんきゅうじたいせんげん,
キ/ンク,禁句,きんく,
キ\ンコ,金庫,きんこ,
キ/ンコウ,金鉱,きんこう,
キ/ンコウ,均衡,きんこう,
キ/ンコウ,近郊,きんこう,
キ/ンシ,禁止,きんし,
キ/ンシチョウ,錦糸町,きんしちょう,
キ\ンジョ,近所,きんじょ,
キ/ンズル,禁ずる,きんずる,
キ\ンセン,金銭,きんせん,
キ\ンゾク,金属,きんぞく,
キ\ンダイ,近代,きんだい,
キ/ンチョウ,緊張,きんちょう,
キ/ンチ\ョウカン,緊張感,きんちょうかん,
キ/ントウ,均等,きんとう,
キ\ンニク,筋肉,きんにく,
キ\ンネン,近年,きんねん,
キ/ンベン,勤勉,きんべん,
キ\ンム,勤務,きんむ,
キ/ンユウ,金融,きんゆう,
キ/ンヨ\ウ,金曜,きんよう,
キ/ンヨ\ウビ,金曜日,きんようび,
キ/ンリ,金利,きんり,
キ/ンリン,近隣,きんりん,
キ/ンロウ,勤労,きんろう,
キ\ー,キー,きー,key
キ\ープ,キープ,きーぷ,keep
キ/ーホ\ルダー,キーホルダー,きーほるだー,key holder
キ/ーボ\ード,キーボード,きーぼーど,keyboard
キ/ーポ\イント,キーポイント,きーぽいんと,key point
キ/ーワ\ード,キーワード,きーわーど,key word
ギ\イン,議員,ぎいん,
ギ/エンキン,義捐金,ぎえんきん,
ギ/オン,擬音,ぎおん,
ギ/オン,祗園,ぎおん,
ギ\カイ,議会,ぎかい,
ギ/カイウ\ンエイ,議会運営,ぎかいうんえい,
ギ/ケツ,議決,ぎけつ,
ギ/ザギザ,ぎざぎざ,ぎざぎざ,
ギ\シキ,儀式,ぎしき,
ギ\ジュツ,技術,ぎじゅつ,
ギ/セイ,犠牲,ぎせい,
ギ/セ\イシャ,犠牲者,ぎせいしゃ,
ギ/ゼン,偽善,ぎぜん,
ギ/ソウ,偽装,ぎそう,
ギ/ゾウ,偽造,ぎぞう,
ギ\ター,ギター,ぎたー,guitar
ギ\チョウ,議長,ぎちょう,
ギ/ッシ\リ,ぎっしり,ぎっしり,
ギ\ノウ,技能,ぎのう,
ギ/フ,岐阜,ぎふ,
ギ/フ\ケン,岐阜県,ぎふけん,
ギ/フ\シ,岐阜市,ぎふし,
ギ\フト,ギフト,ぎふと,gift
ギ/ブア\ップ,ギブアップ,ぎぶあっぷ,give up
ギ\ム,義務,ぎむ,
ギ/ムキョ\ウイク,義務教育,ぎむきょういく,
ギ/モン,疑問,ぎもん,
ギャ/ク,逆,ぎゃく,
ギャ/クコ\ウカ,逆効果,ぎゃくこうか,
ギャ/クタイ,虐待,ぎゃくたい,
ギャ/クタ\ンチ,逆探知,ぎゃくたんち,
ギャ/クテン,逆転,ぎゃくてん,
ギャ/クテンガチ,逆転勝ち,ぎゃくてんがち,
ギャ/クテンマケ,逆転負け,ぎゃくてんまけ,
ギャ\ラリー,ギャラリー,ぎゃらりー,gallery
ギャ\ンブル,ギャンブル,ぎゃんぶる,gamble
ギュ/ウドン,牛丼,ぎゅうどん,
ギュ/ウニク,牛肉,ぎゅうにく,
ギュ/ウニュウ,牛乳,ぎゅうにゅう,
ギョ\ウ,行,ぎょう,
ギョ/ウカイ,業界,ぎょうかい,
ギョ/ウザ,餃子,ぎょうざ,
ギョ\ウシャ,業者,ぎょうしゃ,
ギョ/ウシュ,業種,ぎょうしゅ,
ギョ\ウジ,行事,ぎょうじ,
ギョ/ウジ,行司,ぎょうじ,
ギョ/ウセイ,行政,ぎょうせい,
ギョ/ウセキ,業績,ぎょうせき,
ギョ\ウム,業務,ぎょうむ,
ギョ/ウレツ,行列,ぎょうれつ,
ギョ\ギョウ,漁業,ぎょぎょう,
ギョ/セン,漁船,ぎょせん,
ギ/リギリ,ギリギリ,ぎりぎり,
ギ\リシャ,ギリシャ,ぎりしゃ,Graecia
ギ\ロン,議論,ぎろん,
ギ\ン,銀,ぎん,
ギ/ンイロ,銀色,ぎんいろ,
ギ\ンガ,銀河,ぎんが,
ギ/ンコウ,銀行,ぎんこう,
ギ/ンコ\ウイン,銀行員,ぎんこういん,
ギ/ンザ,銀座,ぎんざ,
ク\,区,く,
ク\,句,く,
ク/アラルンプ\ール,クアラルンプール,くあらるんぷーる,Kuala Lumpur
ク\イ,杭,くい,
ク\イ,悔い,くい,
ク\イキ,区域,くいき,
ク/イコ\ム,食い込む,くいこむ,
ク/イシ\ンボウ,食いしん坊,くいしんぼう,
ク/イスギ,食いすぎ,くいすぎ,
ク\イズ,クイズ,くいず,quiz
ク/イズバ\ングミ,クイズ番組,くいずばんぐみ,quiz
ク/イニゲ,食い逃げ,くいにげ,
ク/イモノ\,食い物,くいもの,
ク/イ\ーン,クイーン,くいーん,queen
ク\ウ,食う,くう,
ク/ウカン,空間,くうかん,
ク\ウキ,空気,くうき,
ク/ウグン,空軍,くうぐん,
ク/ウコウ,空港,くうこう,
ク/ウシツ,空室,くうしつ,
ク/ウシャ,空車,くうしゃ,
ク/ウシュウ,空襲,くうしゅう,
ク/ウセキ,空席,くうせき,
ク/ウソウ,空想,くうそう,
ク/ウチュウ,空中,くうちゅう,
ク/ウハク,空白,くうはく,
ク/ウフク,空腹,くうふく,
ク/オ\ーター,クオーター,くおーたー,quarter
ク/カク,区画,くかく,
ク\カン,区間,くかん,
ク/キ\,茎,くき,
ク/ギ,釘,くぎ,
ク/ギヅケ,釘付け,くぎづけ,
ク/ギリ\,区切り,くぎり,
ク/ギ\ル,区切る,くぎる,
ク\ク,九九,くく,
ク/クル,括る,くくる,
ク/グ\ル,潜る,くぐる,
ク/サ\,草,くさ,
ク/サ\イ,臭い,くさい,
