accent,kanji,yomi,english
お/じさん,伯父さん・叔父さん・小父さん,おじさん,
お/す,押す,おす,
お/す,酢,おす,
お/せ\ち,お節,おせち,
お/せちりょ\うり,お節料理,おせちりょうり,
お/そい,遅い,おそい,
お/たく,お宅,おたく,
お/だ,織田,おだ,
お/だいば,お台場,おだいば,
お/ちゃ,お茶,おちゃ,
お/ち\る,落ちる,おちる,
お/っしゃ\る,,おっしゃる,
お/っと,夫,おっと,
お/つかれさま\でした,お疲れ様でした,おつかれさまでした,
お/つり,お釣り,おつり,
お/てあ\らい,お手洗い,おてあらい,
お/と\,音,おと,
お/と\うさん,お父さん,おとうさん,
お/とうと\,弟,おとうと,
お/とうとさ\ん,弟さん,おとうとさん,
お/とこ\,男,おとこ,
お/とこ\のこ,男の子,おとこのこ,
お/とこのひと\,男の人,おとこのひと,
お/としだま,お年玉,おとしだま,
お/と\す,落とす,おとす,
お/ととい,一昨日,おととい,
お/と\とし,一昨年,おととし,
お/とな,大人,おとな,
お/となし\い,大人しい,おとなしい,
お/どる,踊る,おどる,
お/なか,お腹,おなか,
お/なじ,同じ,おなじ,
お/に\いさん,お兄さん,おにいさん,
お/に\いちゃん,お兄ちゃん,おにいちゃん,
お/に\ぎり,,おにぎり,
お/ね\えさん,お姉さん,おねえさん,
お/ね\えちゃん,お姉ちゃん,おねえちゃん,
お/ねがい,お願い,おねがい,
お/の,小野,おの,
お/はなみ,お花見,おはなみ,
お/はよ\う,お早う,おはよう,
お/はよう\ご/ざいま\す,お早う御座います,おはようございます,
お/ば,伯母・叔母,おば,
お/ば\あさん,お祖母さん・お婆さん,おばあさん,
お/ばさん,伯母さん・叔母さん・小母さん,おばさん,
お/ひきだし,お引き出し,おひきだし,
お/ひ\めさま,お姫様,おひめさま,
お/べんとう,お弁当,おべんとう,
お/ぼえ\る,覚える,おぼえる,
お/ぼ\ん,お盆,おぼん,
お/ぼんや\すみ,お盆休み,おぼんやすみ,
お/まえ,お前,おまえ,
お/まもり,お守り,おまもり,
お/ま\わりさん,お巡りさん,おまわりさん,
お/みあい,お見合い,おみあい,
お/みせ,お店,おみせ,
お/みまい,お見舞い,おみまい,
お/みやげ,お土産,おみやげ,
お/めでとう,,おめでとう,
お/めにかか\る,お目にかかる,おめにかかる,
お/もい,重い,おもい,
お/もいだ\す,思い出す,おもいだす,
お/も\う,思う,おもう,
お/もさ,重さ,おもさ,
お/もしろ\い,面白い,おもしろい,
お/もち,お餅・お持ち,おもち,
お/も\ちゃ,玩具,おもちゃ,
お/もて\,表,おもて,
お/や\,親,おや,
お\やこ,親子,おやこ,
お/やごさん,親御さん,おやごさん,
お/やすみなさ\い,お休みなさい,おやすみなさい,
お\やま,小山,おやま,
お/ゆ,お湯,おゆ,
お/よ\ぐ,泳ぐ,およぐ,
お/り\る,降りる,おりる,
お\る,折る,おる,
お/れ,俺,おれ,
お/れい,お礼,おれい,
お/れ\る,折れる,おれる,
お/ろ\す,下ろす・降ろす,おろす,
お/わる,終わる,おわる,
お\んがく,音楽,おんがく,
お/んがくか,音楽家,おんがくか,
お/んせん,温泉,おんせん,
お/んな\のこ,女の子,おんなのこ,
お/んなのひと\,女の人,おんなのひと,
か/,蚊,か,
か\い,会・貝・回・階,かい,
か/いいぬ,飼い犬,かいいぬ,
か/いいん,会員,かいいん,
か\いが,絵画,かいが,
か\いがい,海外,かいがい,
か/いがん,海岸,かいがん,
か\いぎ,会議,かいぎ,
か/いぎし\つ,会議室,かいぎしつ,
か\いぐん,海軍,かいぐん,
か/いけい,会計,かいけい,
か/いさい,開催,かいさい,
か/いさつ,改札,かいさつ,
か/いさつ\ぐち,改札口,かいさつぐち,
か/いさん,解散,かいさん,
か/いさん\ぶつ,海産物,かいさんぶつ,
か/いし,開始,かいし,
か/いしゃ,会社,かいしゃ,
か/いしゃ\いん,会社員,かいしゃいん,
か/いしょう,解消,かいしょう,
か\いじょ,解除,かいじょ,
か/いじょう,会場,かいじょう,
か/いすい,海水,かいすい,
か/いす\いよく,海水浴,かいすいよく,
か/いす\う,回数,かいすう,
か/いす\うけん,回数券,かいすうけん,
か/いせい,改正・快晴,かいせい,
か/いせき,会席・懐石,かいせき,
か/いせきりょ\うり,懐石料理,かいせきりょうり,
か/いせつ,解説・開設,かいせつ,
か/いせ\つしゃ,解説者,かいせつしゃ,
か/いぜん,改善,かいぜん,
か/いそう,改装・海藻・回送,かいそう,
か/いぞく,海賊,かいぞく,
か/いだん,階段・会談,かいだん,
か/いちく,改築,かいちく,
か/いちゅうで\んとう,懐中電灯,かいちゅうでんとう,
か/いちょう,会長,かいちょう,
か/いてん,回転・開店,かいてん,
か/いて\んずし,回転寿司,かいてんずし,
か/いとう,回答・解答,かいとう,
か/いと\うしゃ,回答者・解答者,かいとうしゃ,
か/いとうよ\うし,解答用紙,かいとうようし,
か/いと\うれい,解答例,かいとうれい,
か\いぬし,飼い主,かいぬし,
か/いねこ,飼い猫,かいねこ,
か/いはつ,開発,かいはつ,
か/いばつ,海抜,かいばつ,
か\いひ,回避,かいひ,
か/いひ,会費,かいひ,
か/いふく,回復,かいふく,
か/いぶつ,怪物,かいぶつ,
か/いほう,開放・会報,かいほう,
か\いほう,介抱,かいほう,
か/いぼう,解剖,かいぼう,
か/いまく,開幕,かいまく,
か/いめん,海面,かいめん,
か/いもの,買い物,かいもの,
か/いもの\かご,買い物篭,かいものかご,
か/いものぶ\くろ,買い物袋,かいものぶくろ,
か/いやく,解約,かいやく,
か/いらんばん,回覧板,かいらんばん,
か/いりき,怪力,かいりき,
か/いりょう,改良,かいりょう,
か/いわ,会話,かいわ,
か/う,買う,かう,
か\う,飼う,かう,
か/えうた,替え歌,かえうた,
か\えす,返す,かえす,
か\えって,却って,かえって,
か/えり\,帰り,かえり,
か/えり\みち,帰り道,かえりみち,
か\える,帰る,かえる,
か/える,変える・換える,かえる,
か/お,顔,かお,
か/おいろ,顔色,かおいろ,
か/おじゃ\しん,顔写真,かおじゃしん,
か/おみしり,顔見知り,かおみしり,
か/おパス,顔パス,かおパス,
か/かく,価格,かかく,
か/かし,案山子,かかし,
か/かと,踵,かかと,
か\かり,係,かかり,
か/かり\いん,係員,かかりいん,
か/かり\ちょう,係長,かかりちょう,
か/か\る,,かかる,
か/かわ\る,,かかわる,
か/が\いしゃ,加害者,かがいしゃ,
か\がく,科学・化学,かがく,
か/が\くしゃ,科学者・化学者,かがくしゃ,
か/がみ\,鏡,かがみ,
か/がむ,屈む,かがむ,
か/がや\く,輝く,かがやく,
か\がわ,香川,かがわ,
か\がわ,香川,かがわ,
か/がわ\けん,香川県,かがわけん,
か/き,柿,かき,
か\き,夏季・下記・牡蠣,かき,
か/きうつ\す,,かきうつす,
か/きくわえる,,かきくわえる,
か/きこ\とば,書き言葉,かきことば,
か/きこ\む,,かきこむ,
か/きご\おり,かき氷,かきごおり,
か/きじゅん,書き順,かきじゅん,
か/きとめ,書留,かきとめ,
か/き\ね,垣根,かきね,
か/きまぜ\る,,かきまぜる,
か/きゅ\うせい,下級生,かきゅうせい,
か/きん,課金,かきん,
か/ぎ\,鍵,かぎ,
か/ぎあな,鍵穴,かぎあな,
か\ぎょう,家業,かぎょう,
か/ぎ\る,限る,かぎる,
か\く,書く,かく,
か\くい,各位,かくい,
か/くう,架空,かくう,
か/くえきて\いしゃ,各駅停車,かくえきていしゃ,
か/くか\ぞく,核家族,かくかぞく,
か\くご,覚悟,かくご,
か/くざ\とう,角砂糖,かくざとう,
か/くし\あじ,隠し味,かくしあじ,
か/くしき,格式,かくしき,
か/くし\ご,隠し子,かくしご,
か/くしごと,隠し事,かくしごと,
か\くしゅ,各種,かくしゅ,
か/くしゅう,隔週,かくしゅう,
か/くじつ,確実,かくじつ,
か/くす\う,画数,かくすう,
か/くだい,拡大,かくだい,
か/くとく,獲得,かくとく,
か\くど,角度,かくど,
か/くにん,確認,かくにん,
か\くほ,確保,かくほ,
か/くめい,革命,かくめい,
か/くやす,格安,かくやす,
か/くりつ,確率・確立,かくりつ,
か/くれ\る,隠れる,かくれる,
か/ぐ,嗅ぐ,かぐ,
か\ぐ,家具,かぐ,
か/け\あし,駆け足,かけあし,
か/けご\え,掛け声,かけごえ,
か/け\ごと,賭け事,かけごと,
か/け\ざん,掛け算,かけざん,
か/け\っこ,駆けっこ,かけっこ,
か/けぶ\とん,掛け布団,かけぶとん,
か/けら,欠片,かけら,
か/け\る,掛ける,かける,
か\げ,影,かげ,
か\こ,過去,かこ,
か/こく,過酷,かこく,
か/こけい,過去形,かこけい,
か/ごしま,鹿児島,かごしま,
か/ごしま\けん,鹿児島県,かごしまけん,
か/ごしま\し,鹿児島市,かごしまし,
か\さ,傘,かさ,
か/さい,火災,かさい,
か/さなる,重なる,かさなる,
か/さねる,重ねる,かさねる,
か/さぶた,瘡蓋,かさぶた,
か/ざかみ,風上,かざかみ,
か/ざしも,風下,かざしも,
か/ざり,飾り,かざり,
か/ざる,飾る,かざる,
か\ざん,火山,かざん,
か\し,菓子,かし,
か/しきり,貸し切り,かしきり,
か/しき\る,貸し切る,かしきる,
か/しこ\い,賢い,かしこい,
か/しこま\る,畏まる,かしこまる,
か\しゅ,歌手,かしゅ,
か/しらも\じ,頭文字,かしらもじ,
か/しパン,菓子パン,かしパン,
か\じ,家事・火事,かじ,
か/じゅう,果汁・荷重,かじゅう,
か/じょうがき,箇条書き,かじょうがき,
か/じ\る,齧る,かじる,
か/す,貸す,かす,
か\すか,微か,かすか,
か/すり\きず,かすり傷,かすりきず,
か\ず,数,かず,
か\ずかず,数々,かずかず,
か/せ\ぐ,稼ぐ,かせぐ,
か/ぜ,風,かぜ,
か/ぜ,風邪,かぜ,
か/ぜぎみ,風邪気味,かぜぎみ,
か/ぞえ\る,数える,かぞえる,
か\ぞく,家族,かぞく,
か/た\,型・形,かた,
か\た,肩,かた,
か/たあし,片足,かたあし,
か/たい,固い・硬い,かたい,
か/たい\っぽう,片一方,かたいっぽう,
か/たい\なか,片田舎,かたいなか,
か/たお\もい,片思い,かたおもい,
か/たか\な,片仮名,かたかな,
か/たがき,肩書,かたがき,
か/たこと,片言,かたこと,
か/たち,形,かたち,
か/たつ\むり,蝸牛,かたつむり,
か/たづ\く,片付く,かたづく,
か/たづけ\る,片付ける,かたづける,
か/たて,片手,かたて,
か/たな\,刀,かたな,
か/た\はば,肩幅,かたはば,
か/た\ほう,片方,かたほう,
か/たまり,塊,かたまり,
か/たまる,固まる,かたまる,
か/たみち,片道,かたみち,
か/だい,課題,かだい,
か\だん,花壇,かだん,
か\ち,価値,かち,
か/ち\,勝ち,かち,
か/ちく,家畜,かちく,
か/ちょう,課長,かちょう,
か/っこい\い,,かっこいい,
か\っこく,各国,かっこく,
か/っち\り,,かっちり,
か/ってに,勝手に,かってに,
か/っぱ,合羽,かっぱ,
か/っぱらい,,かっぱらい,
か\つ,勝つ,かつ,
か\つて,,かつて,
か/つどう,活動,かつどう,
か/つどん,カツ丼,かつどん,
か/つやく,活躍,かつやく,
か/つよう,活用,かつよう,
か/つら,鬘,かつら,
か/てい,家庭・課程・過程,かてい,
か/ていきょ\うし,家庭教師,かていきょうし,
か/ていてき,家庭的,かていてき,
か/でん,家電,かでん,
か\とう,加藤,かとう,
か\とり,香取・鹿取,かとり,
か\ど,角,かど,
か/な,仮名,かな,
か/なあみ,金網,かなあみ,
か\ない,家内,かない,
か/なえ\る,叶える,かなえる,
か/な\がわ,神奈川,かながわ,
か/ながわ\けん,神奈川県,かながわけん,
か/な\ざわ,金沢,かなざわ,
か/なざわ\し,金沢市,かなざわし,
か/なしい,悲しい,かなしい,
か/なしみ,悲しみ,かなしみ,
か/なし\む,悲しむ,かなしむ,
か/ならず,必ず,かならず,
か\なり,,かなり,
か/に,蟹,かに,
か/ね,金,かね,
か/ねこ,金子,かねこ,
か/ねも\ち,金持ち,かねもち,
か/のう,可能,かのう,
か/のうせい,可能性,かのうせい,
か\のじょ,彼女,かのじょ,
か/は\んしん,下半身,かはんしん,
か/は\んすう,過半数,かはんすう,
か/ばん,鞄,かばん,
か/び,黴,かび,
か/びん,花瓶,かびん,
か/ふん,花粉,かふん,
か/ふんしょう,花粉症,かふんしょう,
か/ぶ,株,かぶ,
か/ぶき,歌舞伎,かぶき,
か/ぶせ\る,被せる,かぶせる,
か/ぶと\むし,甲虫,かぶとむし,
か/ぶ\る,被る,かぶる,
か/べ,壁,かべ,
か/ぼちゃ,南瓜,かぼちゃ,
か/ま\う,構う,かまう,
か/まわ\ない,構わない,かまわない,
か/み\,紙・髪,かみ,
か\み,神,かみ,
か/み\かわ,上川,かみかわ,
か/みがた,髪型,かみがた,
か\みさま,神様,かみさま,
か/みな\り,雷,かみなり,
か/みの\け,髪の毛,かみのけ,
か/みひこ\うき,紙飛行機,かみひこうき,
か/みぶ\くろ,紙袋,かみぶくろ,
か/みコ\ップ,紙cup,かみコップ,
か/みパ\ック,紙pack,かみパック,
か\む,噛む,かむ,
か\め,亀,かめ,
か/もく,科目,かもく,
か\もつ,貨物,かもつ,
か/やく,加薬・火薬,かやく,
か/ゆ\い,痒い,かゆい,
か/よう,通う,かよう,
か/よ\うび,火曜日,かようび,
か/らあげ,唐揚げ,からあげ,
か/ら\い,辛い,からい,
か/らから,,からから,
か/らくち,辛口,からくち,
か\らす,烏,からす,
か/らだ,体,からだ,
か/らっぽ,空っぽ,からっぽ,
か/らて,空手,からて,
か/りに,仮に,かりに,
か/りる,借りる,かりる,
か/るい,軽い,かるい,
か\れ,彼,かれ,
か\れし,彼氏,かれし,
か/わ\,川,かわ,
か/わい\い,可愛い,かわいい,
か/わいそ\う,可哀想,かわいそう,
か/わか\す,乾かす,かわかす,
か/わかみ,川上・河上,かわかみ,
か/わ\く,乾く,かわく,
か/わ\ぐち,川口,かわぐち,
か/わ\ぐち,川口,かわぐち,
か/わぐち\し,川口市,かわぐちし,
か/わぐつ,革靴,かわぐつ,
か/わさき,川崎,かわさき,
か/わさき,川崎,かわさき,
か/わさき\し,川崎市,かわさきし,
か/わせ,為替,かわせ,
か/わり,代わり・替わり・変わり,かわり,
か/わる,変わる・代わる,かわる,
か\ん,缶,かん,
か/んが\え,考え,かんがえ,
か/んがえ\る,考える,かんがえる,
か/んき,換気,かんき,
か/んきせん,換気扇,かんきせん,
か/んきゃく,観客,かんきゃく,
か/んきょう,環境,かんきょう,
か/んきり\,缶切り,かんきり,
か/んけい,関係,かんけい,
か/んこう,観光,かんこう,
か/んこ\うきゃく,観光客,かんこうきゃく,
か/んこ\うち,観光地,かんこうち,
か\んこく,韓国,かんこく,
か/んこくご,韓国語,かんこくご,
か/んこく\じん,韓国人,かんこくじん,
か/んご\し,看護士,かんごし,
か\んさい,関西,かんさい,
か/んさいち\ほう,関西地方,かんさいちほう,
か\んしゃ,感謝,かんしゃ,
か\んしょ,願書,かんしょ,
か\んじ,幹事,かんじ,
か/んじ,漢字,かんじ,
か/んじゃ,患者,かんじゃ,
か/んじょ\う,勘定,かんじょう,
か/んじょう,感情・環状,かんじょう,
か/んせい,完成・歓声,かんせい,
か/んせつ,間接・関節,かんせつ,
か/んせん,観戦・感染,かんせん,
か/んぜん,完全,かんぜん,
か/んそう,感想・乾燥,かんそう,
か/んそ\うき,乾燥機,かんそうき,
か/んそ\うぶん,感想文,かんそうぶん,
か/んたん,簡単,かんたん,
か/んち\がい,勘違い,かんちがい,
か/んづ\め,缶詰,かんづめ,
か/んで\んち,乾電池,かんでんち,
か\んとう,関東,かんとう,
か/んとうち\ほう,関東地方,かんとうちほう,
か/んとく,監督,かんとく,
か/んどう,感動,かんどう,
か/んばん,看板,かんばん,
か/んぱい,乾杯,かんぱい,
か/んぺき,完璧,かんぺき,
か/んまつ,巻末,かんまつ,
か/んゆう,勧誘,かんゆう,
か/んら\んしゃ,観覧車,かんらんしゃ,
